Sample in Buffer,Sample in Window,TRIGGER,VISION_i/system_ila_0/inst/probe0_1[2:0],VISION_i/system_ila_0/inst/probe1_1,VISION_i/system_ila_0/inst/probe2_1,VISION_i/system_ila_0/inst/probe3_1,VISION_i/system_ila_0/inst/probe4_1,VISION_i/system_ila_0/inst/probe5_1,VISION_i/system_ila_0/inst/probe6_1,VISION_i/system_ila_0/inst/probe7_1,VISION_i/system_ila_0/inst/probe8_1[10:0],VISION_i/system_ila_0/inst/SLOT_0_BRAM_en_1,VISION_i/system_ila_0/inst/SLOT_0_BRAM_rst_1,VISION_i/system_ila_0/inst/SLOT_0_BRAM_dout_1[31:0],VISION_i/system_ila_0/inst/SLOT_0_BRAM_addr_1[31:0]
20600,20600,0,6,1,1,0,1,0,1,0,485,1,0,00000000,00000083
20601,20601,0,6,1,1,0,1,0,1,0,485,1,0,00000000,00000083
20602,20602,0,6,1,0,0,0,0,1,0,485,1,0,00000000,00000083
20603,20603,0,6,1,0,0,0,0,1,0,485,1,0,00000000,00000083
20604,20604,0,6,1,1,0,1,0,1,0,484,1,0,00000000,00000083
20605,20605,0,6,1,1,0,1,0,1,0,484,1,0,00000000,00000083
20606,20606,0,6,1,0,0,0,0,1,0,484,1,0,00000000,00000083
20607,20607,0,6,1,0,0,0,0,1,0,484,1,0,00000000,00000083
20608,20608,0,6,1,1,0,1,0,1,0,483,1,0,00000000,00000083
20609,20609,0,6,1,1,0,1,0,1,0,483,1,0,00000000,00000083
20610,20610,0,6,1,0,0,0,0,1,0,483,1,0,00000000,00000083
20611,20611,0,6,1,0,0,0,0,1,0,483,1,0,00000000,00000083
20612,20612,0,6,1,1,0,1,0,1,0,482,1,0,00000000,00000083
20613,20613,0,6,1,1,0,1,0,1,0,482,1,0,00000000,00000083
20614,20614,0,6,1,0,0,0,0,1,0,482,1,0,00000000,00000083
20615,20615,0,6,1,0,0,0,0,1,0,482,1,0,00000000,00000083
20616,20616,0,6,1,1,0,1,0,1,0,481,1,0,00000000,00000083
20617,20617,0,6,1,1,0,1,0,1,0,481,1,0,00000000,00000083
20618,20618,0,6,1,0,0,0,0,1,0,481,1,0,00000000,00000083
20619,20619,0,6,1,0,0,0,0,1,0,481,1,0,00000000,00000083
20620,20620,0,6,1,1,0,1,0,1,0,480,1,0,00000000,00000083
20621,20621,0,6,1,1,0,1,0,1,0,480,1,0,00000000,00000083
20622,20622,0,6,1,0,0,0,0,1,0,480,1,0,00000000,00000083
20623,20623,0,6,1,0,0,0,0,1,0,480,1,0,00000000,00000083
20624,20624,0,6,1,1,0,1,0,1,0,479,1,0,00000000,00000084
20625,20625,0,6,1,1,0,1,0,1,0,479,1,0,00000000,00000084
20626,20626,0,6,1,0,0,0,0,1,0,479,1,0,00000000,00000084
20627,20627,0,6,1,0,0,0,0,1,0,479,1,0,00000000,00000084
20628,20628,0,6,1,1,0,1,0,1,0,478,1,0,00000000,00000084
20629,20629,0,6,1,1,0,1,0,1,0,478,1,0,00000000,00000084
20630,20630,0,6,1,0,0,0,0,1,0,478,1,0,00000000,00000084
20631,20631,0,6,1,0,0,0,0,1,0,478,1,0,00000000,00000084
20632,20632,0,6,1,1,0,1,0,1,0,477,1,0,00000000,00000084
20633,20633,0,6,1,1,0,1,0,1,0,477,1,0,00000000,00000084
20634,20634,0,6,1,0,0,0,0,1,0,477,1,0,00000000,00000084
20635,20635,0,6,1,0,0,0,0,1,0,477,1,0,00000000,00000084
20636,20636,0,6,1,1,0,1,0,1,0,476,1,0,00000000,00000084
20637,20637,0,6,1,1,0,1,0,1,0,476,1,0,00000000,00000084
20638,20638,0,6,1,0,0,0,0,1,0,476,1,0,00000000,00000084
20639,20639,0,6,1,0,0,0,0,1,0,476,1,0,00000000,00000084
20640,20640,0,6,1,1,0,1,0,1,0,475,1,0,00000000,00000084
20641,20641,0,6,1,1,0,1,0,1,0,475,1,0,00000000,00000084
20642,20642,0,6,1,0,0,0,0,1,0,475,1,0,00000000,00000084
20643,20643,0,6,1,0,0,0,0,1,0,475,1,0,00000000,00000084
20644,20644,0,6,1,1,0,1,0,1,0,474,1,0,00000000,00000084
20645,20645,0,6,1,1,0,1,0,1,0,474,1,0,00000000,00000084
20646,20646,0,6,1,0,0,0,0,1,0,474,1,0,00000000,00000084
20647,20647,0,6,1,0,0,0,0,1,0,474,1,0,00000000,00000084
20648,20648,0,6,1,1,0,1,0,1,0,473,1,0,00000000,00000084
20649,20649,0,6,1,1,0,1,0,1,0,473,1,0,00000000,00000084
20650,20650,0,6,1,0,0,0,0,1,0,473,1,0,00000000,00000084
20651,20651,0,6,1,0,0,0,0,1,0,473,1,0,00000000,00000084
20652,20652,0,6,1,1,0,1,0,1,0,472,1,0,00000000,00000084
20653,20653,0,6,1,1,0,1,0,1,0,472,1,0,00000000,00000084
20654,20654,0,6,1,0,0,0,0,1,0,472,1,0,00000000,00000084
20655,20655,0,6,1,0,0,0,0,1,0,472,1,0,00000000,00000084
20656,20656,0,6,1,1,0,1,0,1,0,471,1,0,00000000,00000085
20657,20657,0,6,1,1,0,1,0,1,0,471,1,0,00000000,00000085
20658,20658,0,6,1,0,0,0,0,1,0,471,1,0,00000000,00000085
20659,20659,0,6,1,0,0,0,0,1,0,471,1,0,00000000,00000085
20660,20660,0,6,1,1,0,1,0,1,0,470,1,0,00000000,00000085
20661,20661,0,6,1,1,0,1,0,1,0,470,1,0,00000000,00000085
20662,20662,0,6,1,0,0,0,0,1,0,470,1,0,00000000,00000085
20663,20663,0,6,1,0,0,0,0,1,0,470,1,0,00000000,00000085
20664,20664,0,6,1,1,0,1,0,1,0,469,1,0,00000000,00000085
20665,20665,0,6,1,1,0,1,0,1,0,469,1,0,00000000,00000085
20666,20666,0,6,1,0,0,0,0,1,0,469,1,0,00000000,00000085
20667,20667,0,6,1,0,0,0,0,1,0,469,1,0,00000000,00000085
20668,20668,0,6,1,1,0,1,0,1,0,468,1,0,00000000,00000085
20669,20669,0,6,1,1,0,1,0,1,0,468,1,0,00000000,00000085
20670,20670,0,6,1,0,0,0,0,1,0,468,1,0,00000000,00000085
20671,20671,0,6,1,0,0,0,0,1,0,468,1,0,00000000,00000085
20672,20672,0,6,1,1,0,1,0,1,0,467,1,0,00000000,00000085
20673,20673,0,6,1,1,0,1,0,1,0,467,1,0,00000000,00000085
20674,20674,0,6,1,0,0,0,0,1,0,467,1,0,00000000,00000085
20675,20675,0,6,1,0,0,0,0,1,0,467,1,0,00000000,00000085
20676,20676,0,6,1,1,0,1,0,1,0,466,1,0,00000000,00000085
20677,20677,0,6,1,1,0,1,0,1,0,466,1,0,00000000,00000085
20678,20678,0,6,1,0,0,0,0,1,0,466,1,0,00000000,00000085
20679,20679,0,6,1,0,0,0,0,1,0,466,1,0,00000000,00000085
20680,20680,0,6,1,1,0,1,0,1,0,465,1,0,00000000,00000085
20681,20681,0,6,1,1,0,1,0,1,0,465,1,0,00000000,00000085
20682,20682,0,6,1,0,0,0,0,1,0,465,1,0,00000000,00000085
20683,20683,0,6,1,0,0,0,0,1,0,465,1,0,00000000,00000085
20684,20684,0,6,1,1,0,1,0,1,0,464,1,0,00000000,00000085
20685,20685,0,6,1,1,0,1,0,1,0,464,1,0,00000000,00000085
20686,20686,0,6,1,0,0,0,0,1,0,464,1,0,00000000,00000085
20687,20687,0,6,1,0,0,0,0,1,0,464,1,0,00000000,00000085
20688,20688,0,6,1,1,0,1,0,1,0,463,1,0,00000000,00000086
20689,20689,0,6,1,1,0,1,0,1,0,463,1,0,00000000,00000086
20690,20690,0,6,1,0,0,0,0,1,0,463,1,0,00000000,00000086
20691,20691,0,6,1,0,0,0,0,1,0,463,1,0,00000000,00000086
20692,20692,0,6,1,1,0,1,0,1,0,462,1,0,00000000,00000086
20693,20693,0,6,1,1,0,1,0,1,0,462,1,0,00000000,00000086
20694,20694,0,6,1,0,0,0,0,1,0,462,1,0,00000000,00000086
20695,20695,0,6,1,0,0,0,0,1,0,462,1,0,00000000,00000086
20696,20696,0,6,1,1,0,1,0,1,0,461,1,0,00000000,00000086
20697,20697,0,6,1,1,0,1,0,1,0,461,1,0,00000000,00000086
20698,20698,0,6,1,0,0,0,0,1,0,461,1,0,00000000,00000086
20699,20699,0,6,1,0,0,0,0,1,0,461,1,0,00000000,00000086
20700,20700,0,6,1,1,0,1,0,1,0,460,1,0,00000000,00000086
20701,20701,0,6,1,1,0,1,0,1,0,460,1,0,00000000,00000086
20702,20702,0,6,1,0,0,0,0,1,0,460,1,0,00000000,00000086
20703,20703,0,6,1,0,0,0,0,1,0,460,1,0,00000000,00000086
20704,20704,0,6,1,1,0,1,0,1,0,459,1,0,00000000,00000086
20705,20705,0,6,1,1,0,1,0,1,0,459,1,0,00000000,00000086
20706,20706,0,6,1,0,0,0,0,1,0,459,1,0,00000000,00000086
20707,20707,0,6,1,0,0,0,0,1,0,459,1,0,00000000,00000086
20708,20708,0,6,1,1,0,1,0,1,0,458,1,0,00000000,00000086
20709,20709,0,6,1,1,0,1,0,1,0,458,1,0,00000000,00000086
20710,20710,0,6,1,0,0,0,0,1,0,458,1,0,00000000,00000086
20711,20711,0,6,1,0,0,0,0,1,0,458,1,0,00000000,00000086
20712,20712,0,6,1,1,0,1,0,1,0,457,1,0,00000000,00000086
20713,20713,0,6,1,1,0,1,0,1,0,457,1,0,00000000,00000086
20714,20714,0,6,1,0,0,0,0,1,0,457,1,0,00000000,00000086
20715,20715,0,6,1,0,0,0,0,1,0,457,1,0,00000000,00000086
20716,20716,0,6,1,1,0,1,0,1,0,456,1,0,00000000,00000086
20717,20717,0,6,1,1,0,1,0,1,0,456,1,0,00000000,00000086
20718,20718,0,6,1,0,0,0,0,1,0,456,1,0,00000000,00000086
20719,20719,0,6,1,0,0,0,0,1,0,456,1,0,00000000,00000086
20720,20720,0,6,1,1,0,1,0,1,0,455,1,0,00000000,00000087
20721,20721,0,6,1,1,0,1,0,1,0,455,1,0,00000000,00000087
20722,20722,0,6,1,0,0,0,0,1,0,455,1,0,00000000,00000087
20723,20723,0,6,1,0,0,0,0,1,0,455,1,0,00000000,00000087
20724,20724,0,6,1,1,0,1,0,1,0,454,1,0,00000000,00000087
20725,20725,0,6,1,1,0,1,0,1,0,454,1,0,00000000,00000087
20726,20726,0,6,1,0,0,0,0,1,0,454,1,0,00000000,00000087
20727,20727,0,6,1,0,0,0,0,1,0,454,1,0,00000000,00000087
20728,20728,0,6,1,1,0,1,0,1,0,453,1,0,00000000,00000087
20729,20729,0,6,1,1,0,1,0,1,0,453,1,0,00000000,00000087
20730,20730,0,6,1,0,0,0,0,1,0,453,1,0,00000000,00000087
20731,20731,0,6,1,0,0,0,0,1,0,453,1,0,00000000,00000087
20732,20732,0,6,1,1,0,1,0,1,0,452,1,0,00000000,00000087
20733,20733,0,6,1,1,0,1,0,1,0,452,1,0,00000000,00000087
20734,20734,0,6,1,0,0,0,0,1,0,452,1,0,00000000,00000087
20735,20735,0,6,1,0,0,0,0,1,0,452,1,0,00000000,00000087
20736,20736,0,6,1,1,0,1,0,1,0,451,1,0,00000000,00000087
20737,20737,0,6,1,1,0,1,0,1,0,451,1,0,00000000,00000087
20738,20738,0,6,1,0,0,0,0,1,0,451,1,0,00000000,00000087
20739,20739,0,6,1,0,0,0,0,1,0,451,1,0,00000000,00000087
20740,20740,0,6,1,1,0,1,0,1,0,450,1,0,00000000,00000087
20741,20741,0,6,1,1,0,1,0,1,0,450,1,0,00000000,00000087
20742,20742,0,6,1,0,0,0,0,1,0,450,1,0,00000000,00000087
20743,20743,0,6,1,0,0,0,0,1,0,450,1,0,00000000,00000087
20744,20744,0,6,1,1,0,1,0,1,0,449,1,0,00000000,00000087
20745,20745,0,6,1,1,0,1,0,1,0,449,1,0,00000000,00000087
20746,20746,0,6,1,0,0,0,0,1,0,449,1,0,00000000,00000087
20747,20747,0,6,1,0,0,0,0,1,0,449,1,0,00000000,00000087
20748,20748,0,6,1,1,0,1,0,1,0,448,1,0,00000000,00000087
20749,20749,0,6,1,1,0,1,0,1,0,448,1,0,00000000,00000087
20750,20750,0,6,1,0,0,0,0,1,0,448,1,0,00000000,00000087
20751,20751,0,6,1,0,0,0,0,1,0,448,1,0,00000000,00000087
20752,20752,0,6,1,1,0,1,0,1,0,447,1,0,00000000,00000088
20753,20753,0,6,1,1,0,1,0,1,0,447,1,0,00000000,00000088
20754,20754,0,6,1,0,0,0,1,1,0,447,1,0,ffff0000,00000088
20755,20755,0,6,1,0,0,0,1,1,0,447,1,0,ffff0000,00000088
20756,20756,0,6,1,1,0,1,1,1,0,446,1,0,ffff0000,00000088
20757,20757,0,6,1,1,0,1,1,1,0,446,1,0,ffff0000,00000088
20758,20758,0,6,1,0,0,0,1,1,0,446,1,0,ffff0000,00000088
20759,20759,0,6,1,0,0,0,1,1,0,446,1,0,ffff0000,00000088
20760,20760,0,6,1,1,0,1,1,1,0,445,1,0,ffff0000,00000088
20761,20761,0,6,1,1,0,1,1,1,0,445,1,0,ffff0000,00000088
20762,20762,0,6,1,0,0,0,1,1,0,445,1,0,ffff0000,00000088
20763,20763,0,6,1,0,0,0,1,1,0,445,1,0,ffff0000,00000088
20764,20764,0,6,1,1,0,1,1,1,0,444,1,0,ffff0000,00000088
20765,20765,0,6,1,1,0,1,1,1,0,444,1,0,ffff0000,00000088
20766,20766,0,6,1,0,0,0,1,1,0,444,1,0,ffff0000,00000088
20767,20767,0,6,1,0,0,0,1,1,0,444,1,0,ffff0000,00000088
20768,20768,0,6,1,1,0,1,1,1,0,443,1,0,ffff0000,00000088
20769,20769,0,6,1,1,0,1,1,1,0,443,1,0,ffff0000,00000088
20770,20770,0,6,1,0,0,0,1,1,0,443,1,0,ffff0000,00000088
20771,20771,0,6,1,0,0,0,1,1,0,443,1,0,ffff0000,00000088
20772,20772,0,6,1,1,0,1,1,1,0,442,1,0,ffff0000,00000088
20773,20773,0,6,1,1,0,1,1,1,0,442,1,0,ffff0000,00000088
20774,20774,0,6,1,0,0,0,1,1,0,442,1,0,ffff0000,00000088
20775,20775,0,6,1,0,0,0,1,1,0,442,1,0,ffff0000,00000088
20776,20776,0,6,1,1,0,1,1,1,0,441,1,0,ffff0000,00000088
20777,20777,0,6,1,1,0,1,1,1,0,441,1,0,ffff0000,00000088
20778,20778,0,6,1,0,0,0,1,1,0,441,1,0,ffff0000,00000088
20779,20779,0,6,1,0,0,0,1,1,0,441,1,0,ffff0000,00000088
20780,20780,0,6,1,1,0,1,1,1,0,440,1,0,ffff0000,00000088
20781,20781,0,6,1,1,0,1,1,1,0,440,1,0,ffff0000,00000088
20782,20782,0,6,1,0,0,0,1,1,0,440,1,0,ffff0000,00000088
20783,20783,0,6,1,0,0,0,1,1,0,440,1,0,ffff0000,00000088
20784,20784,0,6,1,1,0,1,1,1,0,439,1,0,ffff0000,00000089
20785,20785,0,6,1,1,0,1,1,1,0,439,1,0,ffff0000,00000089
20786,20786,0,6,1,0,0,0,1,1,0,439,1,0,ffff0000,00000089
20787,20787,0,6,1,0,0,0,1,1,0,439,1,0,ffff0000,00000089
20788,20788,0,6,1,1,0,1,1,1,0,438,1,0,ffff0000,00000089
20789,20789,0,6,1,1,0,1,1,1,0,438,1,0,ffff0000,00000089
20790,20790,0,6,1,0,0,0,1,1,0,438,1,0,ffff0000,00000089
20791,20791,0,6,1,0,0,0,1,1,0,438,1,0,ffff0000,00000089
20792,20792,0,6,1,1,0,1,1,1,0,437,1,0,ffff0000,00000089
20793,20793,0,6,1,1,0,1,1,1,0,437,1,0,ffff0000,00000089
20794,20794,0,6,1,0,0,0,1,1,0,437,1,0,ffff0000,00000089
20795,20795,0,6,1,0,0,0,1,1,0,437,1,0,ffff0000,00000089
20796,20796,0,6,1,1,0,1,1,1,0,436,1,0,ffff0000,00000089
20797,20797,0,6,1,1,0,1,1,1,0,436,1,0,ffff0000,00000089
20798,20798,0,6,1,0,0,0,1,1,0,436,1,0,ffff0000,00000089
20799,20799,0,6,1,0,0,0,1,1,0,436,1,0,ffff0000,00000089
20800,20800,0,6,1,1,0,1,1,1,0,435,1,0,ffff0000,00000089
20801,20801,0,6,1,1,0,1,1,1,0,435,1,0,ffff0000,00000089
20802,20802,0,6,1,0,0,0,1,1,0,435,1,0,ffff0000,00000089
20803,20803,0,6,1,0,0,0,1,1,0,435,1,0,ffff0000,00000089
20804,20804,0,6,1,1,0,1,1,1,0,434,1,0,ffff0000,00000089
20805,20805,0,6,1,1,0,1,1,1,0,434,1,0,ffff0000,00000089
20806,20806,0,6,1,0,0,0,1,1,0,434,1,0,ffff0000,00000089
20807,20807,0,6,1,0,0,0,1,1,0,434,1,0,ffff0000,00000089
20808,20808,0,6,1,1,0,1,1,1,0,433,1,0,ffff0000,00000089
20809,20809,0,6,1,1,0,1,1,1,0,433,1,0,ffff0000,00000089
20810,20810,0,6,1,0,0,0,1,1,0,433,1,0,ffff0000,00000089
20811,20811,0,6,1,0,0,0,1,1,0,433,1,0,ffff0000,00000089
20812,20812,0,6,1,1,0,1,1,1,0,432,1,0,ffff0000,00000089
20813,20813,0,6,1,1,0,1,1,1,0,432,1,0,ffff0000,00000089
20814,20814,0,6,1,0,0,0,1,1,0,432,1,0,ffff0000,00000089
20815,20815,0,6,1,0,0,0,1,1,0,432,1,0,ffff0000,00000089
20816,20816,0,6,1,1,0,1,0,1,0,431,1,0,ffff0000,0000008a
20817,20817,0,6,1,1,0,1,0,1,0,431,1,0,ffff0000,0000008a
20818,20818,0,6,1,0,0,0,0,1,0,431,1,0,ffff0000,0000008a
20819,20819,0,6,1,0,0,0,0,1,0,431,1,0,ffff0000,0000008a
20820,20820,0,6,1,1,0,1,0,1,0,430,1,0,ffff0000,0000008a
20821,20821,0,6,1,1,0,1,0,1,0,430,1,0,ffff0000,0000008a
20822,20822,0,6,1,0,0,0,0,1,0,430,1,0,ffff0000,0000008a
20823,20823,0,6,1,0,0,0,0,1,0,430,1,0,ffff0000,0000008a
20824,20824,0,6,1,1,0,1,0,1,0,429,1,0,ffff0000,0000008a
20825,20825,0,6,1,1,0,1,0,1,0,429,1,0,ffff0000,0000008a
20826,20826,0,6,1,0,0,0,0,1,0,429,1,0,ffff0000,0000008a
20827,20827,0,6,1,0,0,0,0,1,0,429,1,0,ffff0000,0000008a
20828,20828,0,6,1,1,0,1,0,1,0,428,1,0,ffff0000,0000008a
20829,20829,0,6,1,1,0,1,0,1,0,428,1,0,ffff0000,0000008a
20830,20830,0,6,1,0,0,0,0,1,0,428,1,0,ffff0000,0000008a
20831,20831,0,6,1,0,0,0,0,1,0,428,1,0,ffff0000,0000008a
20832,20832,0,6,1,1,0,1,0,1,0,427,1,0,ffff0000,0000008a
20833,20833,0,6,1,1,0,1,0,1,0,427,1,0,ffff0000,0000008a
20834,20834,0,6,1,0,0,0,0,1,0,427,1,0,ffff0000,0000008a
20835,20835,0,6,1,0,0,0,0,1,0,427,1,0,ffff0000,0000008a
20836,20836,0,6,1,1,0,1,0,1,0,426,1,0,ffff0000,0000008a
20837,20837,0,6,1,1,0,1,0,1,0,426,1,0,ffff0000,0000008a
20838,20838,0,6,1,0,0,0,0,1,0,426,1,0,ffff0000,0000008a
20839,20839,0,6,1,0,0,0,0,1,0,426,1,0,ffff0000,0000008a
20840,20840,0,6,1,1,0,1,0,1,0,425,1,0,ffff0000,0000008a
20841,20841,0,6,1,1,0,1,0,1,0,425,1,0,ffff0000,0000008a
20842,20842,0,6,1,0,0,0,0,1,0,425,1,0,ffff0000,0000008a
20843,20843,0,6,1,0,0,0,0,1,0,425,1,0,ffff0000,0000008a
20844,20844,0,6,1,1,0,1,0,1,0,424,1,0,ffff0000,0000008a
20845,20845,0,6,1,1,0,1,0,1,0,424,1,0,ffff0000,0000008a
20846,20846,0,6,1,0,0,0,0,1,0,424,1,0,ffff0000,0000008a
20847,20847,0,6,1,0,0,0,0,1,0,424,1,0,ffff0000,0000008a
20848,20848,0,6,1,1,0,1,0,1,0,423,1,0,ffff0000,0000008b
20849,20849,0,6,1,1,0,1,0,1,0,423,1,0,ffff0000,0000008b
20850,20850,0,6,1,0,0,0,0,1,0,423,1,0,ffff0000,0000008b
20851,20851,0,6,1,0,0,0,0,1,0,423,1,0,ffff0000,0000008b
20852,20852,0,6,1,1,0,1,0,1,0,422,1,0,ffff0000,0000008b
20853,20853,0,6,1,1,0,1,0,1,0,422,1,0,ffff0000,0000008b
20854,20854,0,6,1,0,0,0,0,1,0,422,1,0,ffff0000,0000008b
20855,20855,0,6,1,0,0,0,0,1,0,422,1,0,ffff0000,0000008b
20856,20856,0,6,1,1,0,1,0,1,0,421,1,0,ffff0000,0000008b
20857,20857,0,6,1,1,0,1,0,1,0,421,1,0,ffff0000,0000008b
20858,20858,0,6,1,0,0,0,0,1,0,421,1,0,ffff0000,0000008b
20859,20859,0,6,1,0,0,0,0,1,0,421,1,0,ffff0000,0000008b
20860,20860,0,6,1,1,0,1,0,1,0,420,1,0,ffff0000,0000008b
20861,20861,0,6,1,1,0,1,0,1,0,420,1,0,ffff0000,0000008b
20862,20862,0,6,1,0,0,0,0,1,0,420,1,0,ffff0000,0000008b
20863,20863,0,6,1,0,0,0,0,1,0,420,1,0,ffff0000,0000008b
20864,20864,0,6,1,1,0,1,0,1,0,419,1,0,ffff0000,0000008b
20865,20865,0,6,1,1,0,1,0,1,0,419,1,0,ffff0000,0000008b
20866,20866,0,6,1,0,0,0,0,1,0,419,1,0,ffff0000,0000008b
20867,20867,0,6,1,0,0,0,0,1,0,419,1,0,ffff0000,0000008b
20868,20868,0,6,1,1,0,1,0,1,0,418,1,0,ffff0000,0000008b
20869,20869,0,6,1,1,0,1,0,1,0,418,1,0,ffff0000,0000008b
20870,20870,0,6,1,0,0,0,0,1,0,418,1,0,ffff0000,0000008b
20871,20871,0,6,1,0,0,0,0,1,0,418,1,0,ffff0000,0000008b
20872,20872,0,6,1,1,0,1,0,1,0,417,1,0,ffff0000,0000008b
20873,20873,0,6,1,1,0,1,0,1,0,417,1,0,ffff0000,0000008b
20874,20874,0,6,1,0,0,0,0,1,0,417,1,0,ffff0000,0000008b
20875,20875,0,6,1,0,0,0,0,1,0,417,1,0,ffff0000,0000008b
20876,20876,0,6,1,1,0,1,0,1,0,416,1,0,ffff0000,0000008b
20877,20877,0,6,1,1,0,1,0,1,0,416,1,0,ffff0000,0000008b
20878,20878,0,6,1,0,0,0,0,1,0,416,1,0,ffff0000,0000008b
20879,20879,0,6,1,0,0,0,0,1,0,416,1,0,ffff0000,0000008b
20880,20880,0,6,1,1,0,1,1,1,0,415,1,0,ffff0000,0000008c
20881,20881,0,6,1,1,0,1,1,1,0,415,1,0,ffff0000,0000008c
20882,20882,0,6,1,0,0,0,0,1,0,415,1,0,00000000,0000008c
20883,20883,0,6,1,0,0,0,0,1,0,415,1,0,00000000,0000008c
20884,20884,0,6,1,1,0,1,0,1,0,414,1,0,00000000,0000008c
20885,20885,0,6,1,1,0,1,0,1,0,414,1,0,00000000,0000008c
20886,20886,0,6,1,0,0,0,0,1,0,414,1,0,00000000,0000008c
20887,20887,0,6,1,0,0,0,0,1,0,414,1,0,00000000,0000008c
20888,20888,0,6,1,1,0,1,0,1,0,413,1,0,00000000,0000008c
20889,20889,0,6,1,1,0,1,0,1,0,413,1,0,00000000,0000008c
20890,20890,0,6,1,0,0,0,0,1,0,413,1,0,00000000,0000008c
20891,20891,0,6,1,0,0,0,0,1,0,413,1,0,00000000,0000008c
20892,20892,0,6,1,1,0,1,0,1,0,412,1,0,00000000,0000008c
20893,20893,0,6,1,1,0,1,0,1,0,412,1,0,00000000,0000008c
20894,20894,0,6,1,0,0,0,0,1,0,412,1,0,00000000,0000008c
20895,20895,0,6,1,0,0,0,0,1,0,412,1,0,00000000,0000008c
20896,20896,0,6,1,1,0,1,0,1,0,411,1,0,00000000,0000008c
20897,20897,0,6,1,1,0,1,0,1,0,411,1,0,00000000,0000008c
20898,20898,0,6,1,0,0,0,0,1,0,411,1,0,00000000,0000008c
20899,20899,0,6,1,0,0,0,0,1,0,411,1,0,00000000,0000008c
20900,20900,0,6,1,1,0,1,0,1,0,410,1,0,00000000,0000008c
20901,20901,0,6,1,1,0,1,0,1,0,410,1,0,00000000,0000008c
20902,20902,0,6,1,0,0,0,0,1,0,410,1,0,00000000,0000008c
20903,20903,0,6,1,0,0,0,0,1,0,410,1,0,00000000,0000008c
20904,20904,0,6,1,1,0,1,0,1,0,409,1,0,00000000,0000008c
20905,20905,0,6,1,1,0,1,0,1,0,409,1,0,00000000,0000008c
20906,20906,0,6,1,0,0,0,0,1,0,409,1,0,00000000,0000008c
20907,20907,0,6,1,0,0,0,0,1,0,409,1,0,00000000,0000008c
20908,20908,0,6,1,1,0,1,0,1,0,408,1,0,00000000,0000008c
20909,20909,0,6,1,1,0,1,0,1,0,408,1,0,00000000,0000008c
20910,20910,0,6,1,0,0,0,0,1,0,408,1,0,00000000,0000008c
20911,20911,0,6,1,0,0,0,0,1,0,408,1,0,00000000,0000008c
20912,20912,0,6,1,1,0,1,0,1,0,407,1,0,00000000,0000008d
20913,20913,0,6,1,1,0,1,0,1,0,407,1,0,00000000,0000008d
20914,20914,0,6,1,0,0,0,0,1,0,407,1,0,00000000,0000008d
20915,20915,0,6,1,0,0,0,0,1,0,407,1,0,00000000,0000008d
20916,20916,0,6,1,1,0,1,0,1,0,406,1,0,00000000,0000008d
20917,20917,0,6,1,1,0,1,0,1,0,406,1,0,00000000,0000008d
20918,20918,0,6,1,0,0,0,0,1,0,406,1,0,00000000,0000008d
20919,20919,0,6,1,0,0,0,0,1,0,406,1,0,00000000,0000008d
20920,20920,0,6,1,1,0,1,0,1,0,405,1,0,00000000,0000008d
20921,20921,0,6,1,1,0,1,0,1,0,405,1,0,00000000,0000008d
20922,20922,0,6,1,0,0,0,0,1,0,405,1,0,00000000,0000008d
20923,20923,0,6,1,0,0,0,0,1,0,405,1,0,00000000,0000008d
20924,20924,0,6,1,1,0,1,0,1,0,404,1,0,00000000,0000008d
20925,20925,0,6,1,1,0,1,0,1,0,404,1,0,00000000,0000008d
20926,20926,0,6,1,0,0,0,0,1,0,404,1,0,00000000,0000008d
20927,20927,0,6,1,0,0,0,0,1,0,404,1,0,00000000,0000008d
20928,20928,0,6,1,1,0,1,0,1,0,403,1,0,00000000,0000008d
20929,20929,0,6,1,1,0,1,0,1,0,403,1,0,00000000,0000008d
20930,20930,0,6,1,0,0,0,0,1,0,403,1,0,00000000,0000008d
20931,20931,0,6,1,0,0,0,0,1,0,403,1,0,00000000,0000008d
20932,20932,0,6,1,1,0,1,0,1,0,402,1,0,00000000,0000008d
20933,20933,0,6,1,1,0,1,0,1,0,402,1,0,00000000,0000008d
20934,20934,0,6,1,0,0,0,0,1,0,402,1,0,00000000,0000008d
20935,20935,0,6,1,0,0,0,0,1,0,402,1,0,00000000,0000008d
20936,20936,0,6,1,1,0,1,0,1,0,401,1,0,00000000,0000008d
20937,20937,0,6,1,1,0,1,0,1,0,401,1,0,00000000,0000008d
20938,20938,0,6,1,0,0,0,0,1,0,401,1,0,00000000,0000008d
20939,20939,0,6,1,0,0,0,0,1,0,401,1,0,00000000,0000008d
20940,20940,0,6,1,1,0,1,0,1,0,400,1,0,00000000,0000008d
20941,20941,0,6,1,1,0,1,0,1,0,400,1,0,00000000,0000008d
20942,20942,0,6,1,0,0,0,0,1,0,400,1,0,00000000,0000008d
20943,20943,0,6,1,0,0,0,0,1,0,400,1,0,00000000,0000008d
20944,20944,0,6,1,1,0,1,0,1,0,399,1,0,00000000,0000008e
20945,20945,0,6,1,1,0,1,0,1,0,399,1,0,00000000,0000008e
20946,20946,0,6,1,0,0,0,0,1,0,399,1,0,00000000,0000008e
20947,20947,0,6,1,0,0,0,0,1,0,399,1,0,00000000,0000008e
